201401,USNY,CRIMINAL
201401,USMN,GANG
201401,USCT,ILLEGAL IMMIGRANT
201401,USTX,CARTEL
201401,USUT,CRIMINAL
201401,USCA,BURGLAR
201401,USTX,CRIMINAL
201401,USNM,CRIMINAL
201401,USKS,CRIMINAL
201401,USNJ,RUNNER
201401,USID,ARSONIST
201401,USMN,CRIMINAL
201401,USNE,CRIMINAL
201401,USLA,GANG
201401,USNY,PERPETRATOR
201401,USFL,SMUGGLER
201401,USNY,ORGANIZED CRIME
201401,USCA,PERPETRATOR
201401,USDC,THIEVES
201401,USNC,CRIMINAL
201401,USUT,CRIMINAL
201401,USCA,CRIMINAL
201401,USOH,GANG
201401,USTX,CRIMINAL
201401,USOH,CRIMINAL
201401,USCT,DRUG DEALER
201401,USIN,FELON
201401,USNC,RUNNER
201401,USMN,FELON
201401,USNJ,CRIMINAL
201401,USMD,ORGANIZED CRIME
201401,USIN,CRIMINAL
201401,USOH,DEALER
201401,USAZ,CONVICTS
201401,USDC,ASSAILANT
201401,USGA,THIEF
201401,USCA,FELON
201401,USMO,DRUG DEALER
201401,USFL,CRIMINAL
201401,USTX,DEALER
201401,USNY,DEALER
201401,USID,BANDIT
201401,USDC,CRIMINAL
201401,USNM,GANG
201401,USTX,CRIMINAL
201401,USNY,CRIMINAL
201401,USWI,CRIMINAL
201401,USCA,CRIMINAL
201401,USCA,GANG
201401,USNV,CRIMINAL
201401,USTX,MAFIA
201401,USPA,CRIMINAL
201401,USFL,PIRATE
201401,USCA,SERIAL KILLER
201401,USAZ,BURGLAR
201401,USCA,DEALER
201401,USUT,THIEF
201401,USSC,CULPRIT
201401,USTN,CRIMINAL
201401,USNC,CRIMINAL
201401,USTX,CARTEL
201401,USTN,FELON
201401,USVA,PERPETRATOR
201401,USCT,CRIMINAL
201401,USNH,DEALER
201401,USCA,KIDNAPPER
201401,USWA,CRIMINAL
201401,USMD,CRIMINAL
201401,USIN,CRIMINAL
201401,USNY,BURGLAR
201401,USOR,CRIMINAL
201401,USMT,CRIMINAL
201401,USVA,CRIMINAL
201401,USMO,FELON
201401,USNY,CARTEL
201401,USCT,CRIMINAL
201401,USMN,CRIMINAL
201401,USNM,CROOK
201401,USCA,CULPRIT
201401,USIL,ROBBER
201401,USCA,DEALER
201401,USFL,CONMAN
201401,USMI,FELON
201401,USTX,GANG
201401,USWI,CRIMINAL
201401,USCT,BURGLAR
201401,USWV,DEALER
201401,USNV,PIRATE
201401,USMA,GANGSTER
201401,USPA,OUTLAW
201401,USNY,GANG
201401,USDC,CRIMINAL
201401,USSC,RUNNER
201401,USTX,GANG
201401,USNJ,ASSAILANT
201401,USND,FELON
201401,USCA,SERIAL KILLER
201401,USCA,KILLERS
201401,USAZ,RUNNER
201401,USFL,DEALER
201401,USCO,CRIMINAL
201401,USCA,CRIMINAL
201401,USWA,THIEVES
201401,USAZ,BURGLAR
201401,USCA,DEALER
201401,USIL,CRIMINAL
201401,USMA,GANG
201401,USID,CRIMINAL
201401,USPA,CRIMINAL
201401,USOR,CRIMINAL
201401,USOH,TRAFFICKER
201401,USOR,CULPRIT
201401,USME,CRIMINAL
201401,USTX,CRIMINAL
201401,USDC,KILLERS
201401,USAL,DEALER
201401,USCA,ARSONIST
201401,USCA,ROBBER
201401,USIN,CRIMINAL
201401,USAZ,BURGLAR
201401,USMO,CRIMINAL
201401,USMD,ORGANIZED CRIME
201401,USIA,CRIMINAL
201401,USTX,CRIMINAL
201401,USDC,CRIMINAL
201401,USVT,DEALER
201401,USGA,CRIMINAL
201401,USTX,CRIMINAL
201401,USTX,THIEVES
201401,USMA,DEALER
201401,USMD,ORGANIZED CRIME
201401,USCT,BURGLAR
201401,USIL,CRIMINAL
201401,USMA,GANG
201401,USFL,THIEVES
201401,USMN,CRIMINAL
201401,USCA,DEALER
201401,USIN,CRIMINAL
201401,USFL,ASSAILANT
201401,USPA,CRIMINAL
201401,USMD,CRIMINAL
201401,USTX,CRIMINAL
201401,USIN,CRIMINAL
201401,USMI,ROBBER
201401,USIL,CRIMINAL
201401,USCT,CRIMINAL
201401,USPA,CRIMINAL
201401,USFL,THIEVES
201401,USMO,THIEVES
201401,USAL,CRIMINAL
201401,USAR,CRIMINAL
201401,USDC,DRUG DEALER
201401,USOH,DEALER
201401,USMD,CRIMINAL
201401,USNM,CRIMINAL
201401,USMI,ROBBER
201401,USTX,KIDNAPPER
201401,USOH,CRIMINAL
201401,USMO,CRIMINAL
201401,USIL,ASSAILANT
201401,USTN,CRIMINAL
201401,USCT,CRIMINAL
201401,USIA,CRIMINAL
201401,USPA,PEDOPHILE
201401,USOR,GANG
201401,USIL,CRIMINAL
201401,USPA,CRIMINAL
201401,USCA,CRIMINAL
201401,USFL,CRIMINAL
201401,USNY,DEALER
201401,USIL,FELON
201401,USCA,CRIMINAL
201401,USCO,CRIMINAL
201401,USPA,CRIMINAL
201401,USIL,DEALER
201401,USFL,CRIMINAL
201401,USFL,CRIMINAL
201401,USNY,PERPETRATOR
201401,USTX,CRIMINAL
201401,USPA,CRIMINAL
201401,USIL,CRIMINAL
